case_id,activity,timestamp,resource,batch_size
BATCH_00162,In-Process Quality Check,2023-10-01 01:05:36.080521,Warehouse Staff 1,1117
BATCH_00162,Assembly/Packaging,2023-10-01 03:59:22.673209,Machine Y,1117
BATCH_00162,Final Quality Check,2023-10-01 04:32:41.600144,Worker B,1117
BATCH_00162,Storage (Finished Goods),2023-10-01 06:12:01.009388,Worker B,1117
BATCH_00162,Order Fulfillment,2023-10-01 07:36:28.380581,Machine Y,1117
BATCH_00162,Shipment,2023-10-01 07:48:08.916414,Machine Y,1117
BATCH_00163,Raw Material Arrival,2023-09-30 15:17:35.985235,Machine Y,4544
BATCH_00163,Raw Material Arrival,2023-09-30 15:43:56.155714,Worker A,4544
BATCH_00163,Quality Check (Raw Material),2023-09-30 16:23:27.123261,Worker A,4544
BATCH_00163,Storage (Raw Material),2023-09-30 16:54:57.789203,Worker A,4544
BATCH_00163,Material Allocation,2023-09-30 17:18:02.055608,Worker B,4544
BATCH_00163,Production Batch Start,2023-10-01 00:00:00.000000,Machine X,4544
BATCH_00163,In-Process Quality Check,2023-10-01 01:19:38.392506,Machine X,4544
BATCH_00163,Assembly/Packaging,2023-10-01 05:50:35.845217,Machine Y,4544
BATCH_00163,Final Quality Check,2023-10-01 06:21:59.095182,Machine Y,4544
BATCH_00163,Storage (Finished Goods),2023-10-01 07:53:37.546421,Machine X,4544
BATCH_00163,Order Fulfillment,2023-10-01 09:30:55.152247,Machine Y,4544
BATCH_00163,Shipment,2023-10-01 09:47:04.609368,Machine X,4544
BATCH_00164,Raw Material Arrival,2023-09-30 15:36:55.439176,Worker B,2152
BATCH_00164,Raw Material Arrival,2023-09-30 15:58:05.073008,Machine X,2152
BATCH_00164,Quality Check (Raw Material),2023-09-30 16:32:02.331201,Worker A,2152
BATCH_00164,Storage (Raw Material),2023-09-30 18:13:44.610393,Warehouse Staff 1,2152
BATCH_00164,Material Allocation,2023-09-30 18:39:09.024037,Machine X,2152
BATCH_00164,Production Batch Start,2023-10-01 00:00:00.000000,Machine X,2152
BATCH_00164,In-Process Quality Check,2023-10-01 01:23:05.290965,Machine X,2152
BATCH_00164,Assembly/Packaging,2023-10-01 02:53:29.751184,Machine Y,2152
BATCH_00164,REWORK_Final Quality Check,2023-10-01 03:39:44.189616,Worker A,2152
BATCH_00164,Final Quality Check,2023-10-01 04:39:59.701871,Machine Y,2152
BATCH_00164,Storage (Finished Goods),2023-10-01 06:49:32.996578,Machine Y,2152
BATCH_00164,REWORK_Order Fulfillment,2023-10-01 07:31:04.089499,Warehouse Staff 1,2152
BATCH_00164,Order Fulfillment,2023-10-01 09:16:04.470309,Machine Y,2152
BATCH_00164,Shipment,2023-10-01 09:32:24.532124,Worker B,2152
BATCH_00165,Raw Material Arrival,2023-09-30 20:37:12.351494,Worker A,1163
BATCH_00165,Raw Material Arrival,2023-09-30 21:04:22.745004,Worker B,1163
BATCH_00165,Quality Check (Raw Material),2023-09-30 21:38:08.091711,Worker A,1163
BATCH_00165,Storage (Raw Material),2023-09-30 22:41:15.606226,Worker B,1163
BATCH_00165,Material Allocation,2023-09-30 23:00:17.698585,Worker A,1163
BATCH_00165,Production Batch Start,2023-10-01 00:00:00.000000,Worker B,1163
BATCH_00165,In-Process Quality Check,2023-10-01 00:23:29.622009,Warehouse Staff 1,1163
BATCH_00165,Assembly/Packaging,2023-10-01 03:29:49.701209,Worker B,1163
BATCH_00165,Final Quality Check,2023-10-01 04:02:54.752491,Worker B,1163
BATCH_00165,Storage (Finished Goods),2023-10-01 06:07:15.671469,Machine Y,1163
BATCH_00165,REWORK_Order Fulfillment,2023-10-01 08:03:36.667104,Worker A,1163
BATCH_00165,Order Fulfillment,2023-10-01 08:58:11.544190,Machine Y,1163
BATCH_00165,Shipment,2023-10-01 09:56:13.243738,Warehouse Staff 1,1163
BATCH_00166,Raw Material Arrival,2023-09-30 16:58:22.570632,Machine X,4296
BATCH_00166,Raw Material Arrival,2023-09-30 17:04:57.163617,Warehouse Staff 1,4296
BATCH_00166,Quality Check (Raw Material),2023-09-30 17:53:10.813829,Machine X,4296
BATCH_00166,Storage (Raw Material),2023-09-30 19:09:01.170810,Warehouse Staff 1,4296
BATCH_00166,Material Allocation,2023-09-30 19:41:47.768548,Warehouse Staff 1,4296
BATCH_00166,Production Batch Start,2023-10-01 00:00:00.000000,Worker B,4296
BATCH_00166,In-Process Quality Check,2023-10-01 01:23:18.023686,Warehouse Staff 1,4296
BATCH_00166,Assembly/Packaging,2023-10-01 06:15:59.458242,Machine Y,4296
BATCH_00166,Final Quality Check,2023-10-01 06:57:49.059442,Warehouse Staff 1,4296
BATCH_00166,Storage (Finished Goods),2023-10-01 09:46:21.696212,Warehouse Staff 1,4296
BATCH_00166,Order Fulfillment,2023-10-01 11:05:56.792453,Machine Y,4296
BATCH_00166,Shipment,2023-10-01 11:30:13.678873,Machine X,4296
BATCH_00167,Raw Material Arrival,2023-09-30 20:36:02.841121,Machine Y,3238
BATCH_00167,Raw Material Arrival,2023-09-30 20:49:15.211278,Machine X,3238
BATCH_00167,Quality Check (Raw Material),2023-09-30 21:47:27.839825,Worker A,3238
BATCH_00167,Storage (Raw Material),2023-09-30 22:30:50.269320,Worker B,3238
BATCH_00167,REWORK_Material Allocation,2023-09-30 22:55:00.867059,Worker B,3238
BATCH_00167,Quality Check (Raw Material),2023-09-30 23:30:13.181337,Machine Y,3238
BATCH_00167,Production Batch Start,2023-10-01 00:00:00.000000,Worker A,3238
BATCH_00167,Storage (Raw Material),2023-10-01 00:16:06.815593,Machine Y,3238
BATCH_00167,Material Allocation,2023-10-01 00:30:25.978842,Warehouse Staff 1,3238
BATCH_00167,In-Process Quality Check,2023-10-01 01:15:43.603250,Worker B,3238
BATCH_00167,Assembly/Packaging,2023-10-01 05:14:05.363404,Machine Y,3238
BATCH_00167,Final Quality Check,2023-10-01 06:11:37.880186,Machine Y,3238
BATCH_00167,Storage (Finished Goods),2023-10-01 07:07:19.306013,Worker A,3238
BATCH_00167,REWORK_Order Fulfillment,2023-10-01 09:10:15.489720,Machine X,3238
BATCH_00167,REWORK_Order Fulfillment,2023-10-01 10:14:25.240676,Machine X,3238
BATCH_00167,Order Fulfillment,2023-10-01 12:22:28.356217,Warehouse Staff 1,3238
BATCH_00167,Shipment,2023-10-01 13:21:44.717304,Worker A,3238
BATCH_00168,Raw Material Arrival,2023-09-30 18:18:29.598725,Machine Y,2045
BATCH_00168,Raw Material Arrival,2023-09-30 18:36:46.920197,Worker A,2045
BATCH_00168,Quality Check (Raw Material),2023-09-30 19:08:14.350570,Warehouse Staff 1,2045
BATCH_00168,Storage (Raw Material),2023-09-30 20:05:30.875743,Worker B,2045
BATCH_00168,Material Allocation,2023-09-30 20:40:10.069754,Machine X,2045
BATCH_00168,Production Batch Start,2023-10-01 00:00:00.000000,Worker B,2045
BATCH_00168,In-Process Quality Check,2023-10-01 00:56:51.056721,Machine Y,2045
BATCH_00168,Assembly/Packaging,2023-10-01 05:21:50.380752,Machine X,2045
BATCH_00168,REWORK_Final Quality Check,2023-10-01 06:13:52.352597,Warehouse Staff 1,2045
BATCH_00168,Final Quality Check,2023-10-01 06:40:05.235083,Worker A,2045
BATCH_00168,Storage (Finished Goods),2023-10-01 07:49:07.532251,Warehouse Staff 1,2045
BATCH_00168,Order Fulfillment,2023-10-01 09:50:42.228134,Worker B,2045
BATCH_00168,Shipment,2023-10-01 10:27:44.465479,Worker A,2045
BATCH_00169,Raw Material Arrival,2023-09-30 16:13:29.090647,Worker B,2648
BATCH_00169,Raw Material Arrival,2023-09-30 16:24:01.651535,Worker B,2648
BATCH_00169,Quality Check (Raw Material),2023-09-30 16:41:05.420248,Worker A,2648
BATCH_00169,Storage (Raw Material),2023-09-30 18:16:25.345114,Worker B,2648
BATCH_00169,Material Allocation,2023-09-30 18:54:02.681131,Warehouse Staff 1,2648
BATCH_00169,Production Batch Start,2023-10-01 00:00:00.000000,Warehouse Staff 1,2648
BATCH_00169,In-Process Quality Check,2023-10-01 01:28:45.909187,Machine X,2648
BATCH_00169,Assembly/Packaging,2023-10-01 03:11:54.072312,Machine Y,2648
BATCH_00169,Final Quality Check,2023-10-01 03:32:40.638699,Worker A,2648
BATCH_00169,Storage (Finished Goods),2023-10-01 04:32:38.521213,Worker A,2648
BATCH_00169,Order Fulfillment,2023-10-01 04:57:12.141384,Machine Y,2648
BATCH_00169,Shipment,2023-10-01 05:29:56.708408,Machine X,2648
BATCH_00170,Raw Material Arrival,2023-09-30 19:51:19.926789,Worker A,2405
BATCH_00170,Raw Material Arrival,2023-09-30 20:00:44.440159,Worker A,2405
BATCH_00170,Quality Check (Raw Material),2023-09-30 20:24:40.280363,Warehouse Staff 1,2405
BATCH_00170,Storage (Raw Material),2023-09-30 21:24:51.028099,Machine X,2405
BATCH_00170,Material Allocation,2023-09-30 21:35:48.963190,Worker B,2405
BATCH_00170,Production Batch Start,2023-10-01 00:00:00.000000,Warehouse Staff 1,2405
BATCH_00170,In-Process Quality Check,2023-10-01 01:16:12.776309,Machine X,2405
BATCH_00170,Assembly/Packaging,2023-10-01 03:39:35.427447,Machine X,2405
BATCH_00170,Final Quality Check,2023-10-01 03:54:35.748665,Machine Y,2405
BATCH_00170,Storage (Finished Goods),2023-10-01 06:28:13.157519,Machine X,2405
BATCH_00170,Order Fulfillment,2023-10-01 08:55:57.202800,Worker A,2405
BATCH_00170,Shipment,2023-10-01 09:07:39.024706,Machine Y,2405
BATCH_00171,Raw Material Arrival,2023-09-30 13:43:44.002154,Machine X,3633
BATCH_00171,Raw Material Arrival,2023-09-30 13:55:21.074516,Machine Y,3633
BATCH_00171,Quality Check (Raw Material),2023-09-30 14:16:06.479333,Machine X,3633
BATCH_00171,Storage (Raw Material),2023-09-30 16:09:19.574194,Warehouse Staff 1,3633
BATCH_00171,Material Allocation,2023-09-30 16:33:18.307852,Worker B,3633
BATCH_00171,Production Batch Start,2023-10-01 00:00:00.000000,Machine Y,3633
BATCH_00171,In-Process Quality Check,2023-10-01 00:47:04.730884,Worker B,3633
BATCH_00171,Assembly/Packaging,2023-10-01 05:17:02.543835,Warehouse Staff 1,3633
BATCH_00171,REWORK_Final Quality Check,2023-10-01 06:01:56.780952,Warehouse Staff 1,3633
BATCH_00171,Final Quality Check,2023-10-01 07:04:30.406739,Machine Y,3633
BATCH_00171,Storage (Finished Goods),2023-10-01 08:17:54.838245,Worker B,3633
BATCH_00171,Order Fulfillment,2023-10-01 09:49:49.090992,Machine X,3633
BATCH_00171,Shipment,2023-10-01 10:16:56.840426,Machine X,3633
BATCH_00172,Raw Material Arrival,2023-09-30 17:48:00.428107,Warehouse Staff 1,3552
BATCH_00172,Raw Material Arrival,2023-09-30 18:05:04.673897,Worker B,3552
BATCH_00172,Quality Check (Raw Material),2023-09-30 18:42:37.677107,Worker B,3552
BATCH_00172,Storage (Raw Material),2023-09-30 20:19:20.309032,Worker B,3552
BATCH_00172,REWORK_Material Allocation,2023-09-30 20:43:17.876590,Machine Y,3552
BATCH_00172,Quality Check (Raw Material),2023-09-30 21:14:30.010148,Machine X,3552
BATCH_00172,Storage (Raw Material),2023-09-30 22:27:30.353317,Worker B,3552
BATCH_00172,Material Allocation,2023-09-30 23:08:33.093163,Machine X,3552
BATCH_00172,Production Batch Start,2023-10-01 00:00:00.000000,Warehouse Staff 1,3552
BATCH_00172,In-Process Quality Check,2023-10-01 00:21:45.964446,Machine Y,3552
BATCH_00172,Assembly/Packaging,2023-10-01 01:30:24.732428,Worker B,3552
BATCH_00172,Final Quality Check,2023-10-01 01:54:20.977841,Worker A,3552
BATCH_00172,Storage (Finished Goods),2023-10-01 04:48:22.751300,Warehouse Staff 1,3552
BATCH_00172,Order Fulfillment,2023-10-01 07:15:27.458105,Machine X,3552
BATCH_00172,Shipment,2023-10-01 07:31:04.095919,Machine Y,3552
BATCH_00173,Raw Material Arrival,2023-09-30 15:16:13.833229,Worker A,1509
BATCH_00173,Raw Material Arrival,2023-09-30 15:41:35.836201,Machine X,1509
BATCH_00173,Quality Check (Raw Material),2023-09-30 16:23:45.190832,Worker A,1509
BATCH_00173,Storage (Raw Material),2023-09-30 17:09:18.965697,Machine Y,1509
BATCH_00173,Material Allocation,2023-09-30 17:21:47.996727,Worker B,1509
BATCH_00173,Production Batch Start,2023-10-01 00:00:00.000000,Warehouse Staff 1,1509
BATCH_00173,In-Process Quality Check,2023-10-01 01:09:59.064578,Machine X,1509
BATCH_00173,Assembly/Packaging,2023-10-01 03:25:58.391543,Warehouse Staff 1,1509
BATCH_00173,Final Quality Check,2023-10-01 04:31:40.103938,Machine X,1509
BATCH_00173,Storage (Finished Goods),2023-10-01 06:08:32.036013,Worker B,1509
BATCH_00173,Order Fulfillment,2023-10-01 07:41:45.704275,Warehouse Staff 1,1509
BATCH_00173,Shipment,2023-10-01 08:39:46.609760,Machine Y,1509
BATCH_00174,Raw Material Arrival,2023-09-30 16:49:21.108675,Machine Y,3083
BATCH_00174,Raw Material Arrival,2023-09-30 16:54:38.705206,Machine X,3083
BATCH_00174,Quality Check (Raw Material),2023-09-30 17:34:29.909258,Machine X,3083
BATCH_00174,Storage (Raw Material),2023-09-30 18:19:59.529946,Worker A,3083
BATCH_00174,REWORK_Material Allocation,2023-09-30 18:49:46.886216,Machine Y,3083
BATCH_00174,Quality Check (Raw Material),2023-09-30 19:20:52.999709,Worker B,3083
BATCH_00174,Storage (Raw Material),2023-09-30 20:30:59.705365,Worker A,3083
BATCH_00174,Material Allocation,2023-09-30 21:01:13.991815,Worker B,3083
BATCH_00174,Production Batch Start,2023-10-01 00:00:00.000000,Machine X,3083
BATCH_00174,In-Process Quality Check,2023-10-01 00:38:46.427954,Machine Y,3083
BATCH_00174,Assembly/Packaging,2023-10-01 02:52:28.081842,Warehouse Staff 1,3083
BATCH_00174,Final Quality Check,2023-10-01 03:45:57.216684,Machine Y,3083
BATCH_00174,Storage (Finished Goods),2023-10-01 06:30:36.665112,Warehouse Staff 1,3083
BATCH_00174,Order Fulfillment,2023-10-01 07:12:21.999650,Warehouse Staff 1,3083
BATCH_00174,Shipment,2023-10-01 07:34:49.199144,Worker A,3083
BATCH_00175,Raw Material Arrival,2023-09-30 14:41:27.152241,Machine X,4563
BATCH_00175,Raw Material Arrival,2023-09-30 14:54:23.909457,Machine Y,4563
BATCH_00175,Quality Check (Raw Material),2023-09-30 15:30:48.454336,Warehouse Staff 1,4563
BATCH_00175,Storage (Raw Material),2023-09-30 16:33:36.575706,Worker A,4563
BATCH_00175,Material Allocation,2023-09-30 16:54:03.532492,Machine Y,4563
BATCH_00175,Production Batch Start,2023-10-01 00:00:00.000000,Machine Y,4563
BATCH_00175,REWORK_In-Process Quality Check,2023-10-01 00:28:30.317941,Worker B,4563
BATCH_00175,In-Process Quality Check,2023-10-01 01:13:12.255325,Machine X,4563
BATCH_00175,Assembly/Packaging,2023-10-01 02:56:16.199303,Worker B,4563
BATCH_00175,Final Quality Check,2023-10-01 04:06:58.624040,Worker B,4563
BATCH_00175,Storage (Finished Goods),2023-10-01 05:22:39.406856,Worker B,4563
BATCH_00175,Order Fulfillment,2023-10-01 07:37:55.681676,Worker A,4563
BATCH_00175,Shipment,2023-10-01 08:12:27.391733,Worker A,4563
BATCH_00176,Raw Material Arrival,2023-09-30 15:47:05.091173,Machine X,4133
BATCH_00176,Raw Material Arrival,2023-09-30 16:05:25.338232,Machine X,4133
BATCH_00176,Quality Check (Raw Material),2023-09-30 16:55:26.251463,Machine X,4133
BATCH_00176,Storage (Raw Material),2023-09-30 18:23:12.508579,Machine X,4133
BATCH_00176,Material Allocation,2023-09-30 19:00:21.345518,Machine X,4133
BATCH_00176,Production Batch Start,2023-10-01 00:00:00.000000,Worker A,4133
BATCH_00176,In-Process Quality Check,2023-10-01 00:36:54.770908,Machine Y,4133
BATCH_00176,Assembly/Packaging,2023-10-01 02:42:42.333375,Worker B,4133
BATCH_00176,Final Quality Check,2023-10-01 02:59:12.594338,Warehouse Staff 1,4133
BATCH_00176,Storage (Finished Goods),2023-10-01 05:11:11.819645,Worker A,4133
BATCH_00176,REWORK_Order Fulfillment,2023-10-01 05:32:33.036044,Warehouse Staff 1,4133
BATCH_00176,Order Fulfillment,2023-10-01 06:31:43.240723,Worker B,4133
BATCH_00176,Shipment,2023-10-01 07:09:54.750450,Worker B,4133
BATCH_00177,Raw Material Arrival,2023-09-30 17:33:07.744689,Warehouse Staff 1,2231
BATCH_00177,Raw Material Arrival,2023-09-30 17:40:42.207508,Warehouse Staff 1,2231
BATCH_00177,Quality Check (Raw Material),2023-09-30 18:35:16.026768,Worker B,2231
BATCH_00177,Storage (Raw Material),2023-09-30 20:31:53.357339,Worker B,2231
BATCH_00177,Material Allocation,2023-09-30 21:15:55.130717,Worker A,2231
BATCH_00177,Production Batch Start,2023-10-01 00:00:00.000000,Worker B,2231
BATCH_00177,In-Process Quality Check,2023-10-01 00:59:10.129175,Warehouse Staff 1,2231
BATCH_00177,Assembly/Packaging,2023-10-01 05:06:56.323086,Machine X,2231
BATCH_00177,Final Quality Check,2023-10-01 05:38:40.802048,Worker A,2231
BATCH_00177,Storage (Finished Goods),2023-10-01 07:33:28.814230,Machine Y,2231
BATCH_00177,Order Fulfillment,2023-10-01 09:34:12.747970,Worker A,2231
BATCH_00177,Shipment,2023-10-01 09:51:53.152507,Machine Y,2231
BATCH_00178,Raw Material Arrival,2023-09-30 12:51:47.083729,Warehouse Staff 1,1335
BATCH_00178,Raw Material Arrival,2023-09-30 13:04:31.665848,Machine Y,1335
BATCH_00178,Quality Check (Raw Material),2023-09-30 13:27:21.894201,Worker A,1335
BATCH_00178,Storage (Raw Material),2023-09-30 14:14:00.462803,Warehouse Staff 1,1335
BATCH_00178,Material Allocation,2023-09-30 14:28:29.850747,Worker A,1335
BATCH_00178,Production Batch Start,2023-10-01 00:00:00.000000,Worker B,1335
BATCH_00178,In-Process Quality Check,2023-10-01 01:11:43.568067,Worker B,1335
BATCH_00178,Assembly/Packaging,2023-10-01 02:36:12.886401,Worker B,1335
BATCH_00178,Final Quality Check,2023-10-01 03:09:34.213173,Machine X,1335
BATCH_00178,Storage (Finished Goods),2023-10-01 04:13:37.891542,Worker B,1335
BATCH_00178,Order Fulfillment,2023-10-01 06:24:09.370822,Warehouse Staff 1,1335
BATCH_00178,Shipment,2023-10-01 07:13:27.256951,Machine X,1335
BATCH_00179,Raw Material Arrival,2023-09-30 16:14:39.132256,Worker A,2853
BATCH_00179,Raw Material Arrival,2023-09-30 16:31:44.857413,Machine X,2853
BATCH_00179,Quality Check (Raw Material),2023-09-30 17:12:08.744271,Worker A,2853
BATCH_00179,Storage (Raw Material),2023-09-30 18:20:10.002533,Worker A,2853
BATCH_00179,Material Allocation,2023-09-30 18:40:38.822628,Warehouse Staff 1,2853
BATCH_00179,Production Batch Start,2023-10-01 00:00:00.000000,Worker A,2853
BATCH_00179,In-Process Quality Check,2023-10-01 00:58:53.176801,Machine Y,2853
BATCH_00179,Assembly/Packaging,2023-10-01 02:46:06.314423,Warehouse Staff 1,2853
BATCH_00179,Final Quality Check,2023-10-01 03:20:36.022613,Machine X,2853
BATCH_00179,Storage (Finished Goods),2023-10-01 05:46:14.636979,Worker B,2853
BATCH_00179,Order Fulfillment,2023-10-01 06:35:39.238551,Warehouse Staff 1,2853
BATCH_00179,Shipment,2023-10-01 07:00:40.752608,Worker B,2853
BATCH_00180,Raw Material Arrival,2023-09-30 12:05:42.101521,Worker A,3755
BATCH_00180,Raw Material Arrival,2023-09-30 12:21:45.909228,Worker B,3755
BATCH_00180,REWORK_Quality Check (Raw Material),2023-09-30 12:47:32.270388,Warehouse Staff 1,3755
BATCH_00180,Raw Material Arrival,2023-09-30 13:00:20.704864,Machine X,3755
BATCH_00180,Quality Check (Raw Material),2023-09-30 13:27:57.420926,Worker B,3755
BATCH_00180,Storage (Raw Material),2023-09-30 14:57:26.830652,Machine X,3755
BATCH_00180,Material Allocation,2023-09-30 15:33:18.478940,Worker A,3755
BATCH_00180,Production Batch Start,2023-10-01 00:00:00.000000,Worker A,3755
BATCH_00180,REWORK_In-Process Quality Check,2023-10-01 00:47:02.211091,Machine X,3755
BATCH_00180,In-Process Quality Check,2023-10-01 01:23:48.418834,Worker A,3755
BATCH_00180,Assembly/Packaging,2023-10-01 06:08:05.189322,Warehouse Staff 1,3755
BATCH_00180,Final Quality Check,2023-10-01 07:12:19.452313,Worker B,3755
BATCH_00180,Storage (Finished Goods),2023-10-01 09:44:56.799195,Worker A,3755
BATCH_00180,Order Fulfillment,2023-10-01 12:12:05.228657,Machine Y,3755
BATCH_00180,Shipment,2023-10-01 12:26:26.661118,Machine X,3755
BATCH_00181,Raw Material Arrival,2023-09-30 14:08:32.556091,Worker A,4516
BATCH_00181,Raw Material Arrival,2023-09-30 14:30:50.131453,Machine Y,4516
BATCH_00181,Quality Check (Raw Material),2023-09-30 15:16:34.153543,Machine X,4516
BATCH_00181,Storage (Raw Material),2023-09-30 17:01:26.883276,Machine Y,4516
BATCH_00181,Material Allocation,2023-09-30 17:43:23.919036,Machine Y,4516
BATCH_00181,Production Batch Start,2023-10-01 00:00:00.000000,Worker B,4516
BATCH_00181,In-Process Quality Check,2023-10-01 01:00:31.893527,Warehouse Staff 1,4516
BATCH_00181,Assembly/Packaging,2023-10-01 03:11:58.261623,Warehouse Staff 1,4516
BATCH_00181,Final Quality Check,2023-10-01 03:53:34.732017,Worker B,4516
BATCH_00181,Storage (Finished Goods),2023-10-01 05:14:24.577179,Machine X,4516
BATCH_00181,Order Fulfillment,2023-10-01 05:44:02.021156,Worker A,4516
BATCH_00181,Shipment,2023-10-01 06:06:37.717212,Machine Y,4516
BATCH_00182,Raw Material Arrival,2023-09-30 15:28:06.334965,Worker A,1581
BATCH_00182,Raw Material Arrival,2023-09-30 15:37:57.634043,Machine X,1581
BATCH_00182,REWORK_Quality Check (Raw Material),2023-09-30 16:05:06.035571,Warehouse Staff 1,1581
BATCH_00182,Raw Material Arrival,2023-09-30 16:30:06.772219,Worker B,1581
BATCH_00182,Quality Check (Raw Material),2023-09-30 17:26:05.963954,Warehouse Staff 1,1581
BATCH_00182,Storage (Raw Material),2023-09-30 18:37:43.844000,Warehouse Staff 1,1581
BATCH_00182,Material Allocation,2023-09-30 18:49:10.275641,Worker A,1581
BATCH_00182,Production Batch Start,2023-10-01 00:00:00.000000,Worker A,1581
BATCH_00182,In-Process Quality Check,2023-10-01 00:21:39.931796,Worker A,1581
BATCH_00182,Assembly/Packaging,2023-10-01 03:56:08.870929,Worker A,1581
BATCH_00182,Final Quality Check,2023-10-01 04:31:01.407870,Machine X,1581
BATCH_00182,Storage (Finished Goods),2023-10-01 05:17:49.986084,Worker B,1581
BATCH_00182,Order Fulfillment,2023-10-01 07:12:16.409296,Worker A,1581
BATCH_00182,Shipment,2023-10-01 07:44:56.065372,Worker A,1581
BATCH_00183,Raw Material Arrival,2023-09-30 17:57:11.369337,Machine X,4901
BATCH_00183,Raw Material Arrival,2023-09-30 18:04:30.504205,Worker B,4901
BATCH_00183,Quality Check (Raw Material),2023-09-30 18:33:09.862381,Machine X,4901
BATCH_00183,Storage (Raw Material),2023-09-30 19:17:46.689892,Worker B,4901
BATCH_00183,Material Allocation,2023-09-30 19:46:06.777403,Warehouse Staff 1,4901
BATCH_00183,Production Batch Start,2023-10-01 00:00:00.000000,Machine X,4901
BATCH_00183,In-Process Quality Check,2023-10-01 01:15:01.237465,Worker B,4901
BATCH_00183,REWORK_Assembly/Packaging,2023-10-01 05:42:41.083164,Worker B,4901
BATCH_00183,Assembly/Packaging,2023-10-01 07:20:49.379050,Machine Y,4901
BATCH_00183,REWORK_Final Quality Check,2023-10-01 08:33:58.962234,Machine X,4901
BATCH_00183,Final Quality Check,2023-10-01 09:43:54.946239,Machine Y,4901
BATCH_00183,Storage (Finished Goods),2023-10-01 12:24:05.659938,Warehouse Staff 1,4901
BATCH_00183,Order Fulfillment,2023-10-01 14:11:03.982254,Warehouse Staff 1,4901
BATCH_00183,Shipment,2023-10-01 14:58:36.600211,Machine X,4901
BATCH_00184,Raw Material Arrival,2023-09-30 12:21:45.914081,Worker A,3170
BATCH_00184,Raw Material Arrival,2023-09-30 12:45:41.571907,Machine X,3170
BATCH_00184,Quality Check (Raw Material),2023-09-30 13:12:16.813742,Warehouse Staff 1,3170
BATCH_00184,Storage (Raw Material),2023-09-30 13:57:56.432879,Machine Y,3170
BATCH_00184,Material Allocation,2023-09-30 14:19:06.845011,Machine Y,3170
BATCH_00184,Production Batch Start,2023-10-01 00:00:00.000000,Warehouse Staff 1,3170
BATCH_00184,REWORK_In-Process Quality Check,2023-10-01 00:52:12.119188,Worker A,3170
BATCH_00184,In-Process Quality Check,2023-10-01 02:01:42.590072,Machine X,3170
BATCH_00184,Assembly/Packaging,2023-10-01 03:20:18.650619,Machine Y,3170
BATCH_00184,Final Quality Check,2023-10-01 03:57:55.417258,Worker A,3170
BATCH_00184,Storage (Finished Goods),2023-10-01 05:25:50.356976,Worker A,3170
BATCH_00184,Order Fulfillment,2023-10-01 06:37:12.483715,Machine X,3170
BATCH_00184,Shipment,2023-10-01 07:03:55.882870,Worker A,3170
BATCH_00185,Raw Material Arrival,2023-09-30 19:14:10.800848,Warehouse Staff 1,4565
BATCH_00185,Raw Material Arrival,2023-09-30 19:33:46.819994,Machine X,4565
BATCH_00185,Quality Check (Raw Material),2023-09-30 20:18:20.921027,Machine X,4565
BATCH_00185,Storage (Raw Material),2023-09-30 22:00:24.624770,Machine Y,4565
BATCH_00185,Material Allocation,2023-09-30 22:34:18.079107,Machine Y,4565
BATCH_00185,Production Batch Start,2023-10-01 00:00:00.000000,Worker B,4565
BATCH_00185,REWORK_In-Process Quality Check,2023-10-01 00:31:16.170865,Machine Y,4565
BATCH_00185,REWORK_In-Process Quality Check,2023-10-01 01:08:38.481542,Machine Y,4565
BATCH_00185,In-Process Quality Check,2023-10-01 02:30:13.628978,Machine Y,4565
BATCH_00185,Assembly/Packaging,2023-10-01 03:51:15.657625,Worker B,4565
BATCH_00185,Final Quality Check,2023-10-01 04:39:05.706601,Worker A,4565
BATCH_00185,Storage (Finished Goods),2023-10-01 05:30:52.775134,Warehouse Staff 1,4565
BATCH_00185,Order Fulfillment,2023-10-01 07:33:05.565940,Worker A,4565
BATCH_00185,Shipment,2023-10-01 07:43:05.195658,Worker A,4565
BATCH_00186,Raw Material Arrival,2023-09-30 12:19:13.598737,Warehouse Staff 1,1758
BATCH_00186,Raw Material Arrival,2023-09-30 12:25:10.563604,Machine Y,1758
BATCH_00186,REWORK_Quality Check (Raw Material),2023-09-30 13:15:37.973788,Worker B,1758
BATCH_00186,Raw Material Arrival,2023-09-30 13:29:31.673117,Worker A,1758
BATCH_00186,Quality Check (Raw Material),2023-09-30 13:59:10.584257,Worker B,1758
BATCH_00186,Storage (Raw Material),2023-09-30 15:43:21.773488,Worker B,1758
BATCH_00186,Material Allocation,2023-09-30 16:05:33.480063,Machine Y,1758
BATCH_00186,Production Batch Start,2023-10-01 00:00:00.000000,Warehouse Staff 1,1758
BATCH_00186,In-Process Quality Check,2023-10-01 00:21:22.864753,Machine X,1758
BATCH_00186,REWORK_Assembly/Packaging,2023-10-01 02:42:28.045254,Worker B,1758
BATCH_00186,Assembly/Packaging,2023-10-01 07:16:38.476699,Machine Y,1758
BATCH_00186,Final Quality Check,2023-10-01 07:53:35.542742,Worker A,1758
BATCH_00186,Storage (Finished Goods),2023-10-01 09:48:42.794319,Worker A,1758
BATCH_00186,REWORK_Order Fulfillment,2023-10-01 12:16:57.367753,Worker B,1758
BATCH_00186,Order Fulfillment,2023-10-01 13:52:50.640393,Machine Y,1758
BATCH_00186,Shipment,2023-10-01 14:29:11.813106,Warehouse Staff 1,1758
